"UNIQUEID"	"Assessment.Investigator.-.Actor"	"Investigator.Role.Type"	"Assessment.Activity.Type"	"Assessment.Activity.Date"	"GE.Assessment(Yes/No)"	"GE.Imagery.Acquisition.Date"	"Information.Resource.Used"	"Information.Resource.Acquisition.Date"	"Resource.Name"	"Name.Type"	"Heritage.Place.Type"	"General.Description.Type"	"General.Description"	"Heritage.Place.Function"	"Heritage.Place.Function.Certainty"	"Designation"	"Designation.From.Date"	"Designation.To.Date"	"Geometric.Place.Expression"	"Geometry.Qualifier"	"Site.Location.Certainty"	"Geometry.Extent.Certainty"	"Site.Overall.Shape.Type"	"Grid.ID"	"Country.Type"	"Cadastral.Reference"	"Resource.Orientation"	"Address"	"Address.Type"	"Administrative.Subdivision"	"Administrative.Subdivision.Type"	"Overall.Archaeological.Certainty.Value"	"Overall.Site.Morphology.Type"	"Cultural.Period.Type"	"Cultural.Period.Certainty"	"Cultural.Subperiod.Type"	"Cultural.Subperiod.Certainty"	"Date.Inference.Making.Actor"	"Archaeological.Date.From.(cal)"	"Archaeological.Date.to.(cal)"	"BP.Date.From"	"BP.Date.To"	"AH.Date.From"	"AH.Date.To"	"SH.Date.From"	"SH.Date.To"	"Site.Feature.Form.Type"	"Site.Feature.Form.Type.Certainty"	"Site.Feature.Shape.Type"	"Site.Feature.Arrangement.Type"	"Site.Feature.Number.Type"	"Site.Feature.Interpretation.Type"	"Site.Feature.Interpretation.Number"	"Site.Feature.Interpretation.Certainty"	"Built.Component.Related.Resource"	"HP.Related.Resource"	"Material.Class"	"Material.Type"	"Construction.Technique"	"Measurement.Number"	"Measurement.Unit"	"Dimension.Type"	"Measurement.Source.Type"	"Related.Geoarch/Palaeo"	"Overall.Condition.State"	"Damage.Extent.Type"	"Disturbance.Cause.Category.Type"	"Disturbance.Cause.Type"	"Disturbance.Cause.Certainty"	"Disturbance.Date.From"	"Disturbance.Date.To"	"Disturbance.Date.Occurred.Before"	"Disturbance.Date.Occurred.On"	"Disturbance.Cause.Assignment.Assessor.Name"	"Effect.Type"	"Effect.Certainty"	"Threat.Category"	"Threat.Type"	"Threat.Probability"	"Threat.Inference.Making.Assessor.Name"	"Intervention.Activity.Type"	"Recommendation.Type"	"Priority.Type"	"Related.Detailed.Condition.Resource"	"Topography.Type"	"Land.Cover.Type"	"Land.Cover.Assessment.Date"	"Surficial.Geology.Type"	"Depositional.Process"	"Bedrock.Geology"	"Fetch.Type"	"Wave.Climate"	"Tidal.Energy"	"Minimum.Depth/Max.Elevation(m)"	"Maximum.Depth/Min.Elevation(m)"	"Datum.Type"	"Datum.Description/EPSG.code"	"Restricted.Access.Record.Designation"
85	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.85"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Sidi Fathmi, près d'Aïn Karnachine. Quelques pierres taillées : notice de M. Péan; « poste », selon Marchand, l. c. Conf. Tauxier, Rev. afric., VIII, 1864, p. 316 (il indique des ruines romaines sur le plateau qui domine le chemin des Matmata à Karnachine, avec une a « citerne » ou un «canal», et, à environ 6 kil. à l'O. de Karnachine, un grand nombre de pierres taillées, éparses sur un plateau). De Caussade (l. c., p. 257-8) signale, « à un quart de » lieue au S. de Karnechin, les ruines de deux autels ou » mausolées romains, qui étaient élevés sur trois degrés ; » quelques moulures « ."	NA	NA	NA	NA	NA	"POINT(1.25715427367357 35.7362222288637)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
85	NA	NA	NA	NA	NA	NA	NA	NA	"Sidi Fathmi"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.86"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Au sommet du djebel Si bou Ali, une dizaine de tombes taillées dans le roc ; traces de murs en pierres sèches. Derrien, Bull. d'Oran, 1895, p. 290 et fig. à la p. 296. — M. Derrien (p. 291) indique, d'après des renseignements, quelques ruines, qu'il qualifie de romaines, dans le douar des Chekkala (où est situé le djebel Si bou Ali): 1°) Kherba Dechera bent Sultane, près du marabout de Si Mhrit, au N. de Si bou Ali [voir notre carte]; 20) Kherba mta bou Adara, rive gauche de l'oued el Guitoun, à 3.500 mètres S.-O. de Si bou Ali; 3o) Kherba bou Kabel, à 3.000 mètres N. du même lieu ; 40) Ksar Nougguècha, au sommet du kef de ce nom, sur la rive gauche de l'oued Riou, au S.-E. de Si bou Ali."	"Funerary/Memorial"	"Medium"	NA	NA	NA	"POINT(1.10740181523869 35.6613169328836)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
86	NA	NA	NA	NA	NA	NA	NA	NA	"djebel Si bou Ali"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.87"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Au col entre le djebel Taouaïla et le djebel Chegga, près du marabout de Sour Si Mimoun, restes d'une enceinte rectangulaire, de 60 mètres sur 40, avec un corps de logis au N.-O. Marchand, l. c., p. 217."	NA	NA	NA	NA	NA	"POINT(1.20725941263495 35.6629825056919)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.88"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ksar Gherab, au sommet du djebel Si Amar. Ruines romaines, dans une position dominante : notice de M. Brêche; «  poste, commandant deux établissements », dit Marchand (p. 215). "	NA	NA	NA	NA	NA	"POINT(1.37819105359225 35.6776189753913)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88	NA	NA	NA	NA	NA	NA	NA	NA	"Ksar Gherab"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.89"	"Alternative Reference"	"Archaeological Site"	"General Description"	"El Kenissia, à 1.500 mètres à l'O. du numéro précédent, sur un contrefort du versant O. du djebel Si Amar, dominant la vallée de l'oued Melah ; entre deux sources. Construction rectangulaire, de 25 mètres sur 18, dépassant à peine le sol. Brêche ; Marchand, p. 215 (il appelle cette ruine Ksar Demna)."	NA	NA	NA	NA	NA	"POINT(1.3598116019664 35.6847194773049)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	NA	NA	NA	NA	NA	NA	NA	NA	"El Kenissia"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
90	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.90"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines, au N.-E. du djebel Si Amar : quelques alignements. Brèche (conf. Marchand, p. 215 : établissement sans protection)."	NA	NA	NA	NA	NA	"POINT(1.38387152220028 35.6943483150706)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.91"	"Alternative Reference"	"Archaeological Site"	"General Description"	"El Anadra. Ruines romaines; vestiges de maisons : Brêche. — Marchand (p. 214) indique de ce côté (vallée de l'oued bou Zigza, à l'E. de l'embouchure du ravin d'el Khouadja), à Si Ahmed Kichoum, des fondations en béton. — Il signale deux autres ruines : 1o) Kabra Djahel, au S.-O. de Si Ahmed Kichoum, près d'Aïn Soltane, dans la vallée de l'Achem [= oued Erroua] : ruines romaines couvrant 200 mètres sur 40; pierres de taille; 2) Mekada, à 3 kil. E. de Kabra, près d'Aïn Kala, afluent de l'Achem : deux amas de pierres (50 mètres sur 30 et 40 sur 30), au pied et au sommet d'un mamelon."	NA	NA	NA	NA	NA	"POINT(1.4409249636475 35.7032870708961)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	NA	NA	NA	NA	NA	NA	NA	NA	"El Anadra"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.92"	"Alternative Reference"	"Archaeological Site"	"General Description"	"El Kherba. Ruines romaines etendues (très nombreuses pierres de taille): Brèche. Elles paraissent être celles que Marchand (p. 214) appelle Meghessel (près d'Aïn Safsaf, affluent de l'Achem): ruines romaines de 200 mètres sur 100, dominées par un fort de 40 mètres sur 30; citerne, corniches sculptées."	NA	NA	NA	NA	NA	"POINT(1.48259278148265 35.664819074518)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
92	NA	NA	NA	NA	NA	NA	NA	NA	"El Kherba"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
93	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.93"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Merhassel. Ruines romaines, occupant un espace d'environ 200 mètres sur 150: Brêche. Ces ruines sont probablement celles que Marchand (p. 215) nomme Kherba ben Hadjedje (sur un contrefort au-dessous du Guedèle, entre les petites rivières d'El Achouchi et d'El Hama, dans la vallée de Karkat [oued Bou Gargar]): ruine qui couvre trois petits mamelons et qui peut avoir 200 mètres sur 35 ; peu de pierres de taille."	NA	NA	NA	NA	NA	"POINT(1.46542737752718 35.6605716644908)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
93	NA	NA	NA	NA	NA	NA	NA	NA	"Merhasse"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.94"	"Alternative Reference"	"Archaeological Site"	"General Description"	"El Aambar. Alignements de pierres de taille, formant un rectangle d'environ 30 mètres sur 20. Brèche."	NA	NA	NA	NA	NA	"POINT(1.45675186332561 35.6527701029791)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
94	NA	NA	NA	NA	NA	NA	NA	NA	"El Aambar"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
95	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.95"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Sidi Djerbala. Ruines romaines d'une certaine importance (8 hectares, 15 ares : dossiers domaniaux), au pied N. du kef Cheffaïa, sur deux grands mamelons. Caveau voûté (de 4 mètres sur 3), en grosses pierres de taille ; vestiges d'une conduite d'eau. A 300 mètres à l'O., au milieu d'un cimetière arabe, construction de 4 mètres de côté, en pierres de taille, restes d'une corniche [mausolée]. Marchand, p. 214 ; Brêche."	NA	NA	NA	NA	NA	"POINT(1.55909718020033 35.6545973646408)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
95	NA	NA	NA	NA	NA	NA	NA	NA	"Sidi Djerbala"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.96"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Kherba mta Ounès, à l'extrémité S.-O. du Cheffaïa, entre deux sources. Près de cette ruine, roche dans laquelle on a creusé deux bassins quadrangulaires qui communiquent par un canal (pour la confection de l'huile ?]. Marchand, p. 214-5."	NA	NA	NA	NA	NA	"POINT(1.5323669234245 35.6394446157335)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
96	NA	NA	NA	NA	NA	NA	NA	NA	"Kherba mta Ounè"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
97	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.97"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Amas de pierres de taille, des deux côtés de l'oued Riou. Notice de M. de Villeneuve Bargemont, - M. Basset (Étude sur la zenatia de l'Ouarsenis, p. 7) signale, sur le territoire des Ouled Ammar, à gauche du chemin qui conduit du bordj des Beni Hindel à Tiaret, près de la source d'Aïn Deriès, deux monuments en grandes pierres de taille disposées en gradins, à 30 mètres l'un de l'autre ; le plus grand a 15 mètres de long sur 10 de large. Ce sont probablement des tombeaux, du type des Djedar (conf. Gsell, Monuments antiques de l'Algérie, II, p. 426, n. 3). J'ignore leur emplacement exact (vers notre n° 99 ? ; ils pourraient cependant être situés à l'extrémité occidentale de la feuille 23)."	NA	NA	NA	NA	NA	"POINT(1.47488035254351 35.6066928369638)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.98"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Amas de pierres de taille, des deux côtés de l'oued Riou. Notice de M. de Villeneuve Bargemont, - M. Basset (Étude sur la zenatia de l'Ouarsenis, p. 7) signale, sur le territoire des Ouled Ammar, à gauche du chemin qui conduit du bordj des Beni Hindel à Tiaret, près de la source d'Aïn Deriès, deux monuments en grandes pierres de taille disposées en gradins, à 30 mètres l'un de l'autre ; le plus grand a 15 mètres de long sur 10 de large. Ce sont probablement des tombeaux, du type des Djedar (conf. Gsell, Monuments antiques de l'Algérie, II, p. 426, n. 3). J'ignore leur emplacement exact (vers notre n° 99 ? ; ils pourraient cependant être situés à l'extrémité occidentale de la feuille 23)."	NA	NA	NA	NA	NA	"POINT(1.5697951760837 35.6259738352783)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
99	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.99"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Amas de pierres de taille, des deux côtés de l'oued Riou. Notice de M. de Villeneuve Bargemont, - M. Basset (Étude sur la zenatia de l'Ouarsenis, p. 7) signale, sur le territoire des Ouled Ammar, à gauche du chemin qui conduit du bordj des Beni Hindel à Tiaret, près de la source d'Aïn Deriès, deux monuments en grandes pierres de taille disposées en gradins, à 30 mètres l'un de l'autre ; le plus grand a 15 mètres de long sur 10 de large. Ce sont probablement des tombeaux, du type des Djedar (conf. Gsell, Monuments antiques de l'Algérie, II, p. 426, n. 3). J'ignore leur emplacement exact (vers notre n° 99 ? ; ils pourraient cependant être situés à l'extrémité occidentale de la feuille 23)."	NA	NA	NA	NA	NA	"POINT(1.6026972241368 35.6198386024736)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
