period,label,spatial_coverage,start,stop,authority,source,publication_year,broader_periods,narrower_periods
http://n2t.net/ark:/99152/p0r8d9ct8wk,Brommekultur,Denmark,-11000,-10500,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c67kn,Ahrensburgkultur,Denmark,-10500,-9000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c4xtg,Maglemosekultur,Denmark,-9000,-6400,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c7mbn,Mesolitikum,Denmark,-9000,-3900,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cgg79,Ældre Maglemosekultur,Denmark,-9000,-7800,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c3kxj,Mell. Maglemosekultur,Denmark,-7800,-7000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c9vjp,Yngre Maglemosekultur,Denmark,-7000,-6400,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cr34b,Kongemosekultur,Denmark,-6400,-5400,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cvjhm,Ældre Kongemosekultur,Denmark,-6400,-6000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cjrnc,Mell. Kongemosekultur,Denmark,-6000,-5700,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cz7vw,Yngre Kongemosekultur,Denmark,-5700,-5400,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cx83f,Ertebøllekultur,Denmark,-5400,-3900,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ccxwm,Ældre Ertebøllekultur,Denmark,-5400,-4800,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cv9dw,Mell. Ertebøllekultur,Denmark,-4800,-4300,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9csm35,Yngre Ertebøllekultur,Denmark,-4300,-3900,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cfq3p,Tidligneolitisk Tragtbægerkultur A,Denmark,-3900,-3700,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9chkcg,Tragtbægerkultur,Denmark,-3900,-2800,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cjqpd,Yngre Stenalder,Denmark,-3900,-1700,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cz8ks,Ældre Tragtbægerkultur,Denmark,-3900,-3300,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cfm5h,Tidligneolitisk Tragtbægerkultur B,Denmark,-3700,-3500,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cq8vm,Tidligneolitisk Tragtbægerkultur C,Denmark,-3500,-3300,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9csk73,Mellemneolitisk Tragtbægerkultur,Denmark,-3300,-2800,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ckbsn,Mellemneolitisk Tragtbægerkultur 1A,Denmark,-3300,-3200,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ct3vz,Mellemneolitisk Tragtbægerkultur I,Denmark,-3300,-3100,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cnprd,Mellemneolitisk Tragtbægerkultur 1B,Denmark,-3200,-3100,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cjtx8,Mellemneolitisk Tragtbægerkultur II,Denmark,-3100,-3000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cn26z,Mellemneolitisk Tragtbægerkultur III,Denmark,-3000,-2900,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cbcn6,Mellemneolitisk Tragtbægerkultur IV,Denmark,-3000,-2900,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cdm59,Grubekeramisk kultur,Denmark,-2900,-2600,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cq3vb,Mellemneolitisk Tragtbægerkultur V,Denmark,-2900,-2800,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9czvdq,Enkeltgravskultur,Denmark,-2800,-2350,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c3b57,Ældre Enkeltgravskultur,Denmark,-2800,-2600,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ccs43,Mell. Enkeltgravskultur,Denmark,-2600,-2450,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9czvf2,Yngre Enkeltgravskultur,Denmark,-2450,-2350,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cnd2d,Klokkebægerkultur,Denmark,-2350,-1950,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cv9w3,Senneolitikum,Denmark,-2350,-1700,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c6wd4,Ældre Senneolitikum,Denmark,-2350,-1950,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ccxxw,Yngre Senneolitikum,Denmark,-1950,-1700,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c53w3,Bronzealder,Denmark,-1700,-0500,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cwjdx,Ældre Bronzealder,Denmark,-1700,-1100,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cg29r,Ældre Bronzealder per.1,Denmark,-1700,-1500,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9czr5v,Ældre Bronzealder per.2,Denmark,-1500,-1300,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ckv6h,Ældre Bronzealder per.3,Denmark,-1300,-1100,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cg9z7,Yngre Bronzealder,Denmark,-1100,-0500,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c6xpq,Yngre Bronzealder per.4,Denmark,-1100,-0900,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cwrjp,Yngre Bronzealder per.5,Denmark,-0900,-0700,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cdsk5,Yngre Bronzealder per.6,Denmark,-0700,-0500,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c6ww8,Førromersk Jernalder,Denmark,-0500,0000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cmvsr,Jernalder,Denmark,-0500,1066,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cw6xs,Ældre Førromersk Jernalder (per.1),Denmark,-0500,-0400,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cxp9b,Ældre Jernalder,Denmark,-0500,0375,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ccwn9,Mell. Førromersk Jernalder (per.2),Denmark,-0400,-0100,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cjg82,Yngre Førromersk Jernalder (per.3A),Denmark,-0100,0000,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cdjtd,Romersk Jernalder,Denmark,0001,0375,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cktfb,Ældre Romersk Jernalder,Denmark,0001,0175,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9chjvc,"Ældre Romersk Jernalder, B1",Denmark,0001,0070,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ctrj8,"Ældre Romersk Jernalder, B2",Denmark,0070,0175,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cxm32,Yngre Romersk Jernalder,Denmark,0175,0375,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c4km4,"Yngre Romersk Jernalder, C1",Denmark,0175,0250,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c469k,"Yngre Romersk Jernalder, C2",Denmark,0250,0310,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c6g94,"Yngre Romersk Jernalder, C3",Denmark,0310,0375,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c94bg,Germansk Jernalder,Denmark,0375,0750,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cfgwp,Yngre Jernalder (Germansk jernalder og Vikingetid),Denmark,0375,1066,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9ctrhx,Ældre Germansk Jernalder,Denmark,0375,0600,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c4mwq,Yngre Germansk Jernalder,Denmark,0600,0750,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c3hq8,Vikingetid,Denmark,0750,1066,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cb8jh,Ældre Vikingetid,Denmark,0750,0900,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cgmnv,Yngre Vikingetid,Denmark,0900,1066,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9crbjp,Historisk tid (1067 -),Denmark,1067,2100,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9chcv3,Middelalder,Denmark,1067,1535,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cz9st,Ældre Middelalder (1066 - 1300),Denmark,1067,1299,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c2npr,Ældre middelalder (1067 - 1100-tal),Denmark,1067,1199,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c5hw6,Ældre middelalder (1200-tal),Denmark,1200,1299,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9csk6r,Yngre Middelalder (1300 - 1535),Denmark,1300,1535,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9c476x,Yngre middelalder (1300-tal),Denmark,1300,1399,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
http://n2t.net/ark:/99152/p0r8d9cbx83,Yngre middelalder (1400-tal),Denmark,1400,1499,http://n2t.net/ark:/99152/p0r8d9c,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  | ,,,
