Geometric Place Expression,Assessment Activity Date,Disturbance Date Occurred Before,Disturbance Date Occurred On ,Recommendation Type,EAMENA ID,Datum Type,Threat Probability ,Cultural Period Certainty,Site Feature Arrangement Type,Site Feature Number Type,Heritage Place Resource Instance,Assessment Investigator - Actor,GE Imagery Acquisition Date,Disturbance Date From,Disturbance Date To ,Imagery Acquisition Date,Designation To Date,Disturbance Date Occurred On ,Disturbance Date From,Disturbance Date To ,Land Cover Assessment Date,Maximum Depth/Min Elevation,Tidal Range,Detailed Condition Assessments,Threat Cause Type,Depositional Process,Spatial Coordinates Ref System,Disturbance Cause Assignment Assessor Name - Actor,Overall Site Morphology Type,Overall Site Shape Type,Archaeological From Date,Overall Condition State Type,Assessment Activity Type,Disturbance Cause Certainty ,SH Date to,Measurement Source Type ,Disturbance Cause Category Type,Site Feature Interpretation Number Type,Investigator Role Type,Archaeological To Date,Cultural Period Type,Heritage Place Function,Effect Type,Geometry Qualifier,Cultural Sub-period Certainty,Heritage Place Function Certainty ,Datum Description/EPSG code,Address,Address Type,Administrative Division ,Administrative Division Type,Construction Technique,Material Type,Material Class,Measurement Unit,Measurement Number,Site Feature Interpretation Type,Site Feature Form Type Certainty,Site Feature Shape Type,Country Type,Information Resource,Site Feature Interpretation Certainty,Site Feature Form Type,Google Earth Assessment,Effect Certainty,Minimum Depth/Max Elevation,Wave Climate,Heritage Place Type,Land Cover Type,General Description,Geometry Extent Certainty,SH Date From,Related Geoarchaeology/Palaeolandscape,Dimension Type,Date Inference Making Actor Name,Threat Inference Making Assessor Name - Actor,Built Component,Location Certainty,Disturbance Cause Type ,Overall Archaeological Certainty Value ,Grid ID,Cultural Sub-period Type,Threat Category,Fetch Type,Bedrock Geology Type,Surficial Geology Type,Priority Type,Information Resource Acquisition Date,Designation,Resource Name,Topography Type,Damage Extent Type,AH Date To,Designation From Date,General Description Type,Name Type,Resource Orientation,Cadastral Reference,Disturbance Date Occurred Before,Intervention Activity Type,BP Date To,AH Date From,BP Date From,Restricted Access Record Designation,resourceid
GEOMETRYCOLLECTION (POINT (37.995226 32.23512)),"2018-10-17, 2018-10-17",None,2018-10-17,,EAMENA-0186608,,Possible,Not Applicable,Discrete,Unknown,,"Mohammad Tuhimer, Mohammad Tuhimer",,None,None,,,2018-10-17,None,None,,,,,Construction,,,None,Negative/Cut/Dug Feature,Irregular,,Unknown,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Not Applicable,,,Unknown,1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Hunting/Fishing,,,,Low,,,,,,,,,,,Kite,Low,Semi-circular,Jordan,,Low,Colour/Texture Difference,"None, None",,,,Archaeological Site,,"e6f9ada4-7a61-4f1f-a31f-c71a027cc4bc, CPF Palestine Training",Low,,,,None,,,Low,Unknown,Low,E37N32-22,,Maritime,,,,,,,,Plain/Plateau,Unknown,,,"Old ArchesID, Comments",,,None,None,,,,,,df4f5c95-123a-487d-a349-4de5570d6d4f
"GEOMETRYCOLLECTION (POLYGON ((35.263402 32.217418, 35.26436 32.217153, 35.264526 32.217545, 35.263612 32.21777, 35.263402 32.217418)))","2018-10-13, 2018-10-13",2018-10-13,None,,EAMENA-0186609,,Probable,Probable,Overlapping,1,,"Ayob Hesen, Ayob Hesen",,None,None,,,None,None,None,,,,,Construction,,,None,"Negative/Cut/Dug Feature, Positive/Built Feature",Unknown,,Fair,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Medium,,,Maritime,"1, 1","Government Authority/Staff, Government Authority/Staff",,Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia),"Domestic, Trade/Commercial, Infrastructure/Transport","Collapse/Structural Damage, Artefact Displacement, Structural Alteration, Water Damage, Loss/Removal of Archaeological Material",,Probable,"Medium, Medium, Medium",,,,,,,,,,,"Qanat/Foggara, Road/Track",Medium,Sub-rectangular,"Palestine, State of",,"Medium, High",Platform/Terrace,"None, None","High, Medium, High, High, High",,,Archaeological Site,,"e7320f0c-f02d-4638-85ab-892225b453bb, CPF Palestine Training",Low,,,,None,,,High,Clearance (Hand),"High, Medium",E35N32-12,Roman Imperial (Levant/Mesopotamia),Maritime,,,,,,,,Plain/Plateau,31-60%,,,"Old ArchesID, Comments",,,None,2018-10-13,,,,,,0569e0c8-b593-45bb-b9d8-61a71891ab2f
"GEOMETRYCOLLECTION (LINESTRING (35.41357 31.786676, 35.413088 31.786676, 35.412894 31.786621, 35.412154 31.786174, 35.411757 31.786156, 35.41165 31.786047, 35.411446 31.78581, 35.411124 31.785664, 35.410845 31.785545, 35.41047 31.785563, 35.409965 31.785573, 35.409483 31.785481, 35.409096 31.785326, 35.408785 31.78519, 35.408367 31.784916, 35.407927 31.784715, 35.407509 31.784642, 35.407144 31.784642, 35.40664 31.784724, 35.406114 31.784852))","2018-05-29, 2018-05-29",None,None,,EAMENA-0186610,,"Possible, Probable","Definite, Definite",Linear,1,,"Mohammad Jaradat, Mohammad Jaradat",,2004-01-01,2018-01-01,,,None,2004-01-01,2018-01-01,,,,,"Occupation/Continued Use, Water Action",,,None,Surface Feature,Winding,,Fair,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",High,,,Natural,1,"Government Authority/Staff, Government Authority/Staff",,"Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)",Infrastructure/Transport,"Erosion/Deterioration, Water Damage, Compacting",,"Definite, Definite",Definite,,,,,,,,,,,Road/Track,High,Irregular,"Palestine, State of",,Definite,Paved/Laid Surface,"None, None","Medium, Medium, Medium",,,Archaeological Site,,"e735ddb5-e170-4b64-bcd6-fed5040cb358, CPF Palestine Training",High,,,,"None, None",,,Definite,Water Action,High,E35N31-34,"Islamic, Late (Mamluk/Rasulid) (Levant/Arabia), Roman Imperial (Levant/Mesopotamia)","Domestic Use, Natural",,,,,,,"Ancient Road in Northern Judean Desert, Mamluk Road between Jerusalem and en-Nebi Musa, Sugar and Salt Road, الطريق المملوكي بين القدس والنبي موسى",Valley Bed,11-30%,,,"Old ArchesID, Comments","Designation, Designation, Toponym, Toponym",,None,None,,,,,,4661c326-d825-4d94-9fd6-5d2cb89b8d89
"GEOMETRYCOLLECTION (POLYGON ((37.997095 32.209846, 37.997004 32.209896, 37.996811 32.209746, 37.997033 32.209588, 37.997248 32.209769, 37.997095 32.209846)))","2018-10-18, 2018-10-18",2018-10-18,None,,EAMENA-0186612,,Possible,Not Applicable,Unknown,Unknown,,"Mohammad Tuhimer, Mohammad Tuhimer",,None,None,,,None,None,None,,,,,Construction,,,None,Surface Feature,Semi-circular,,Unknown,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)",Not Applicable,,,Unknown,Unknown,"Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,Kite,Low,Semi-circular,Jordan,,Low,Colour/Texture Difference,"None, None",,,,Archaeological Site,,"e7741f92-0497-43c0-8c6b-927642ca6d68, CPF Palestine Training",Low,,,,None,,,Low,Unknown,Low,E37N32-22,,Infrastructure/Transport,,,,,,,,Plain/Plateau,Unknown,,,"Old ArchesID, Comments",,,None,2018-10-18,,,,,,1e75b208-5080-4a31-9222-dff529735678
GEOMETRYCOLLECTION (POINT (35.248416 31.798227)),"2018-06-27, 2018-06-27","None, None, None, None","None, None, None, None",,EAMENA-0186614,,"Probable, Planned, Probable, Probable","Probable, Definite, Definite, Probable, Probable","Adjoining, Adjoining, Dispersed","2 to 5, Unknown, 6 to 10",,"Mohammad Jaradat, Mohammad Jaradat",,"2000-01-01, 2000-01-01, 2000-01-01, 2000-01-01","2018-01-01, 2018-01-01, 2018-01-01, 2018-01-01",,,"None, None, None, None","2000-01-01, 2000-01-01, 2000-01-01, 2000-01-01","2018-01-01, 2018-01-01, 2018-01-01, 2018-01-01",,,,,"Occupation/Continued Use, Construction, Construction, Drilling",,,"None, None, None, None",Positive/Built Feature,Irregular,,Poor,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","Definite, Definite, Definite, Definite",,,"Domestic Use, Infrastructure/Transport, Domestic Use, Building and Development","Unknown, Unknown, 1, 6 to 10, 1","Government Authority/Staff, Government Authority/Staff",,"Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Islamic (Levant/Arabia), Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia)",Domestic,"Covered, Loss/Removal of Archaeological Material, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage, Covered, Loss/Removal of Archaeological Material, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage, Covered, Loss/Removal of Archaeological Material, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage",,"Probable, Definite, Definite, Probable, Probable",Definite,,,,,,,,,,,"Tomb/Grave/Burial, House/Dwelling, Mosque/Imam/Marabout, Cistern, Settlement/Habitation Site","High, Definite, High","Irregular, Rectangular/Square, Sub-circular","Palestine, State of",,"High, Definite, High, High, Definite","Cave, Structure, Pit/Shaft/Tunnel","None, None","High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High",,,Archaeological Site,,"e7e32710-baf3-49d9-b043-745d5a7497aa, CPF Palestine Training",High,,,,"None, None, None, None, None",,,Definite,"Construction, Road/Track, Occupation/Continued Use, Construction",High,E35N31-33,"Byzantine (Levant/Mesopotamia), Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia), Islamic, Late (Ottoman) (Levant/Arabia), Islamic, Early (Umayyad/Abbasid/Fatimid) (Levant/Arabia), Roman Imperial (Levant/Mesopotamia)","Domestic Use, Building and Development, Domestic Use, Infrastructure/Transport",,,,,,,"el-'Isawiya Old Town, العيسوية البلدة القديمة",Slopes,31-60%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,"None, None, None, None",,,,,,60f1c7f7-65ad-4afe-bf86-c91eb0ba45cc
GEOMETRYCOLLECTION (POINT (34.308961 31.314555)),"2018-08-22, 2018-08-22","None, None","None, None",,EAMENA-0186613,,"Planned, Probable",Not Applicable,"Adjoining, Adjoining, Adjoining","Unknown, Unknown, Unknown",,"Mohammad Jaradat, Mohammad Jaradat",,"2004-01-01, 2012-01-01","2018-01-01, 2018-01-01",,,"None, None","2004-01-01, 2012-01-01","2018-01-01, 2018-01-01",,,,,"Vegetation/Crops/Trees, Construction",,,"None, None",Negative/Cut/Dug Feature,Sub-rectangular,,Destroyed,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","High, High",,,"Agricultural/Pastoral, Agricultural/Pastoral","Unknown, Unknown, Unknown","Government Authority/Staff, Government Authority/Staff",,Unknown,"Agricultural/Pastoral, Domestic","Covered, Collapse/Structural Damage, Covered, Structural Alteration, Collapse/Structural Damage",,,"High, High",,,,,,,,,,,"Grove/Garden/Orchard, House/Dwelling, Farm Building","High, High, High","Rectangular/Square, Polygonal, Sub-rectangular","Palestine, State of",,"High, High, High","Multi-Component, Structure, Plant/Tree","None, None","High, High, High, High, High",,,Archaeological Site,,"e7a2a1bc-2b18-4f33-a9d6-866801fd6984, CPF Palestine Training",High,,,,None,,,Definite,"Vegetation/Crops/Trees, Construction",High,E34N31-14,,"Agricultural/Pastoral, Agricultural/Pastoral",,,,,,,"Qa' el-Khirbeh, قاع الخربة",Plain/Plateau,91-100%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,"None, None",,,,,,d8a0d80d-6cc4-4985-b2b9-b5c8eab8ac0d
"GEOMETRYCOLLECTION (POLYGON ((35.016597 32.288057, 35.016162 32.288053, 35.015937 32.287591, 35.015954 32.287562, 35.015963 32.287547, 35.016114 32.287242, 35.016131 32.28722, 35.016503 32.286961, 35.016877 32.287369, 35.01703 32.287462, 35.017021 32.287621, 35.016951 32.287847, 35.016848 32.287958, 35.016597 32.288057)))","2018-10-10, 2018-10-10",2018-10-12,None,,EAMENA-0186615,,Possible,Not Applicable,"Isolated, Parallel","1, 1",,"Mohammad Tuhimer, Mohammad Tuhimer",,None,None,,,None,None,None,,,,,Ploughing,,,None,Surface Feature,Irregular,,Destroyed,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)",Not Applicable,,,Unknown,"1, 1","Government Authority/Staff, Government Authority/Staff",,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,"Reservoir/Birka, House/Dwelling","Low, Low","Semi-circular, Straight","Palestine, State of",,"Low, Low","Multi-Component, Wall","None, None",,,,Archaeological Site,,"e80cdb56-04d0-464e-bbf4-c03a42e6c2ba, CPF Palestine Training",Low,,,,None,,,Low,Unknown,Low,E35N32-13,,Agricultural/Pastoral,,,,Within 1 to 2 years (High),,,,Slopes,No Visible/Known,,,"Old ArchesID, Comments",,,None,2018-10-12,,,,,,44b44a37-4031-4355-ad0d-031edce10b3e
GEOMETRYCOLLECTION (POINT (34.337101 31.399811)),"2018-08-27, 2018-08-27","None, None","None, None",,EAMENA-0186616,,Probable,Not Applicable,Discrete,1,,"Mohammad Jaradat, Mohammad Jaradat",,"2004-01-01, 2004-01-01","2018-01-01, 2018-01-01",,,"None, None","2004-01-01, 2004-01-01","2018-01-01, 2018-01-01",,,,,Construction,,,"None, None",Positive/Built Feature,Rectangular/Square,,Destroyed,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","High, High",,,"Agricultural/Pastoral, Domestic Use","1, 1","Government Authority/Staff, Government Authority/Staff",,Unknown,Agricultural/Pastoral,"Covered, Structural Alteration, Covered, Structural Alteration, Collapse/Structural Damage",,,High,,,,,,,,,,,"Farm Building, Watchtower/Observation Post",High,Rectangular/Square,"Palestine, State of",,"High, High",Structure,"None, None","High, High, High, High, High",,,Archaeological Site,,"e8117369-9eef-405a-8572-b05c9b4319cd, CPF Palestine Training",High,,,,None,,,Definite,"Vegetation/Crops/Trees, Construction",High,E34N31-14,,Domestic Use,,,,,,,"esh-Sheikheh Umm Duheir, الشيخة أم ضهير",Plain/Plateau,61-90%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,"None, None",,,,,,fce82f5d-5f7b-401f-9b7d-b701973468a3
"GEOMETRYCOLLECTION (POLYGON ((35.351863 32.085348, 35.352256 32.083751, 35.356532 32.08347, 35.355882 32.088131, 35.352336 32.088211, 35.351863 32.085348)))",2018-02-14,,,,EAMENA-0186619,,,Not Applicable,"Multiple, Linear","11 to 20, 11 to 20",,Nour Daraghmeh,,,,,,,,,,,,,,,,,Positive/Built Feature,Irregular,,,Archaeological Assessment (Image Interpretation),,,,,"11 to 20, 11 to 20",Government Authority/Staff,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,"Unknown, Unknown","High, High","Rectangular/Square, Irregular","Palestine, State of",,"Not Applicable, Not Applicable","Structure, Wall",None,,,,Archaeological Site,,"e83c9d03-f655-4bbc-b9ba-f43264594a37, CPF Palestine Training",Low,,,,None,,,High,,Medium,E35N32-12,,,,,,,,,,Plain/Plateau,,,,"Old ArchesID, Comments",,,None,,,,,,,9b52dfff-2823-4683-ba24-aa5b2bf5df2c
GEOMETRYCOLLECTION (POINT (35.455825 31.768184)),"2018-05-28, 2018-05-28","None, None","1994-01-01, None",,EAMENA-0186617,,Probable,Not Applicable,Discrete,1,,"Mohammad Jaradat, Mohammad Jaradat",,"None, 2004-01-01","None, 2018-01-01",,,"1994-01-01, None","None, 2004-01-01","None, 2018-01-01",,,,,Water Action,,,"None, None",Positive/Built Feature,Irregular,,Fair,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","Definite, High",,,"Archaeological, Natural",1,"Government Authority/Staff, Government Authority/Staff",,Unknown,Domestic,"Not Applicable, Erosion/Deterioration, Water Damage",,,High,,,,,,,,,,,House/Dwelling,Definite,Irregular,"Palestine, State of",,High,Cave,"None, None","High, Medium, Medium",,,Archaeological Site,,"161ae1d2-5149-499d-a364-652bfa490055, CPF Palestine Training",High,,,,None,,,Definite,"Excavation (Hand), Water Action",High,E35N31-34,,Natural,,,,,,,"Cave of the Goats, Qumran, قمران",Slopes,11-30%,,,"Old ArchesID, Comments","Designation, Toponym, Toponym",,None,"None, None",,,,,,56975bf3-6a69-4f88-81cf-7fc47312e076
"GEOMETRYCOLLECTION (POLYGON ((35.199061 31.598318, 35.198962 31.598252, 35.199063 31.598186, 35.199128 31.59825, 35.199061 31.598318)))",2018-08-29,,,,EAMENA-0186623,,,Not Applicable,,,,Sara Al Shammas,,,,,,,,,,,,,,,,,Unknown,Unknown,,,Archaeological Assessment (Image Interpretation),,,,,,Government Authority/Staff,,Unknown,Unknown,,,,Not Applicable,,,,,,,,,,,,,,"Palestine, State of",,,,None,,,,Archaeological Site,,"e886b646-9d69-4a7a-a795-54d39d1ce775, CPF Palestine Training",Negligible,,,,None,,,Negligible,,Negligible,E35N31-32,,,,,,,,,Khirbet Al-kunub,Plain/Plateau,,,,"Old ArchesID, Comments",Toponym,,None,,,,,,,9570506f-aaf4-4ea3-bacf-4a047ccd638a
GEOMETRYCOLLECTION (POINT (35.184655 31.950983)),"2018-10-03, 2018-10-02","None, None","2004-01-01, 2004-01-01",,EAMENA-0186618,,"Planned, Planned","Definite, Possible, Definite",Linear,51 to 100,,"Maram Abu Zreiq, Maram Abu Zreiq, Maram Abu Zreiq",,"None, None","None, None",,,"2004-01-01, 2004-01-01","None, None","None, None",,,,,"Reconstruction, Construction",,,"None, None",Positive/Built Feature,Sub-rectangular,,Good,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","Definite, Definite",,,"Domestic Use, Maritime","51 to 100, 2 to 5","Government Authority/Staff, Government Authority/Staff, Government Authority/Staff",,"Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia)","Funerary/Memorial, Domestic","Structural Alteration, Artefact Displacement, Collapse/Structural Damage",,"Definite, Possible, Definite","Medium, Definite",,,,,,,,,,,"House/Dwelling, Tomb/Grave/Burial",Definite,Sub-rectangular,"Palestine, State of",,"High, Medium",Structure,"None, None, None","Medium, Definite, Definite",,,Archaeological Site,,"e826f2c1-d76d-498a-9dd5-f7fb40482e1d, CPF Palestine Training",Definite,,,,"None, None, None",,,Definite,"Construction, Reconstruction",Medium,E35N31-33,"Islamic, Late (Mamluk/Rasulid) (Levant/Arabia), Byzantine (Levant/Mesopotamia), Islamic, Late (Ottoman) (Levant/Arabia)","Maritime, Domestic Use",,,,,,,"Abu Qashsh, البلدة القديمة ابو قش",Plain/Plateau,11-30%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,"None, None",,,,,,a17c187e-1c7f-4041-81ad-2382d58ef78f
GEOMETRYCOLLECTION (POINT (35.261487 31.813025)),"2018-06-27, 2018-06-27","None, None, None, None","None, None, None, None",,EAMENA-0186620,,"Planned, Probable, Probable, Probable","Definite, Definite, Definite, Definite, Definite, Possible","Adjoining, Adjoining, Dispersed, Adjoining, Adjoining, Dispersed","100 to 500, 2 to 5, 11 to 20, 1, 6 to 10, 2 to 5",,"Mohammad Jaradat, Mohammad Jaradat",,"2000-01-01, 2000-01-01, 2000-01-01, 2000-01-01","2018-01-01, 2018-01-01, 2018-01-01, 2018-01-01",,,"None, None, None, None","2000-01-01, 2000-01-01, 2000-01-01, 2000-01-01","2018-01-01, 2018-01-01, 2018-01-01, 2018-01-01",,,,,"Construction, Construction, Drilling, Occupation/Continued Use",,,"None, None, None, None",Positive/Built Feature,Irregular,,Poor,"Archaeological Assessment (Image Interpretation), Condition Assessment (Image Interpretation)","Definite, Definite, Definite, Definite",,,"Domestic Use, Domestic Use, Building and Development, Looting/Illegal Activities","1, 6 to 10, 1, 1, 1, 11 to 20, 6 to 10, 100 to 500","Government Authority/Staff, Government Authority/Staff",,"Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Islamic (Levant/Arabia), Classical/Pre-Islamic (Levant/Mesopotamia/Iran/Northern Arabia), Iron Age (Levant/Mesopotamia)",Domestic,"Covered, Loss/Removal of Archaeological Material, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage, Covered, Loss/Removal of Archaeological Material, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage, Covered, Loss/Removal of Archaeological Material, Relocation of Archaeological Features, Structural Alteration, Collapse/Structural Damage, Loss/Removal of Archaeological Material, Structural Alteration, Artefact Displacement, Collapse/Structural Damage",,"Definite, Definite, Definite, Definite, Definite, Possible",Definite,,,,,,,,,,,"Church/Chapel, Tomb/Grave/Burial, Press/Press Element, Flooring/Mosaic/Paving, Settlement/Habitation Site, Cistern, House/Dwelling, Building","Definite, High, Definite, Definite, Definite, Definite","Rectangular/Square, Circular, Sub-circular, Rectangular/Square, Irregular, Irregular","Palestine, State of",,"Definite, Definite, Definite, Definite, Definite, Definite, Definite, Definite","Structure, Depression/Hollow, Pit/Shaft/Tunnel, Paved/Laid Surface, Cave, Cave","None, None","High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High, High",,,Archaeological Site,,"e83cf932-d8b4-4006-b0d2-f21d26a3eb16, CPF Palestine Training",High,,,,"None, None, None, None, None, None",,,Definite,"Construction, Occupation/Continued Use, Construction, Excavation (Unclassified)",High,E35N31-34,"Islamic, Middle (Fatimid/Ayyubid/Crusader) (Levant/Arabia), Roman Imperial (Levant/Mesopotamia), Byzantine (Levant/Mesopotamia), Islamic, Late (Ottoman) (Levant/Arabia), Post-Achaemenid/Hellenistic/Seleucid (Levant/Mesopotamia/Iran), Iron Age 2 (Southern Levant)","Building and Development, Domestic Use, Infrastructure/Transport, Domestic Use",,,,,,,"Anata Old Town, عناتا البلدة القديمة",Slopes,31-60%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,"None, None, None, None",,,,,,47c5d7eb-7275-4ab7-8940-cc06aabf81a9
GEOMETRYCOLLECTION (POINT (35.245863 31.756801)),"2018-09-09, 2018-09-09","None, None","None, None",,EAMENA-0186621,,"Probable, Probable",Not Applicable,"Discrete, Adjoining","1, 1",,"Mohammad Jaradat, Mohammad Jaradat",,"2000-01-01, 2004-01-01","2018-01-01, 2018-01-01",,,"None, None","2000-01-01, 2004-01-01","2018-01-01, 2018-01-01",,,,,"Construction, Drilling",,,"None, None",Negative/Cut/Dug Feature,Rectangular/Square,,Fair,"Condition Assessment (Image Interpretation), Archaeological Assessment (Image Interpretation)","High, High",,,"Natural, Domestic Use",Unknown,"Government Authority/Staff, Government Authority/Staff",,Unknown,Funerary/Memorial,"Water Damage, Covered, Erosion/Deterioration, Covered, Compacting",,,Definite,,,,,,,,,,,Tomb/Grave/Burial,"Definite, High","Rectangular/Square, Rectangular/Square","Palestine, State of",,High,"Cave, Paved/Laid Surface","None, None","Low, High, High, High, High",,,Archaeological Site,,"e878bbf8-d164-428c-9016-47da7899af43, CPF Palestine Training",High,,,,None,,,Definite,"Water Action, Construction",High,E35N31-33,,"Domestic Use, Infrastructure/Transport",,,,,,,"Wadi Qidron, وادي قدرون",Slopes,11-30%,,,"Old ArchesID, Comments","Toponym, Toponym",,None,"None, None",,,,,,dafeaf64-bc21-4f9c-bafd-49295c80a402
